foot,step_id,surface,contact_time_sec,stance_duration,time_to_peak_frac,impact_mag,impact_mag_norm,accel_mag_strike,loading_rate,loading_rate_norm,heel_pmax_ratio,fore_pmax_ratio,heel_mean_ratio,fore_mean_ratio,heel_fore_ratio,total_pmax,total_p_mean,midstance_diff,heel_impulse,heel_impulse_norm,rise_slope,fall_slope,slope_asym,heel_skew,heel_kurt,gyro_mag_strike,gyro_x_strike,gyro_y_strike,gyro_z_strike,gyro_x_std,gyro_y_std,gyro_z_std,pressure_01_mean_ratio,pressure_02_mean_ratio,pressure_03_mean_ratio,pressure_04_mean_ratio,pressure_05_mean_ratio,pressure_06_mean_ratio,pressure_07_mean_ratio,pressure_08_mean_ratio,pressure_09_mean_ratio,pressure_10_mean_ratio,pressure_11_mean_ratio,pressure_12_mean_ratio,impact_mag_roll3_std,loading_rate_roll3_std,stance_duration_roll3_std
right,14,brick,15.792,1.072000000000001,1.0,12711.0,0.5882351687717408,30167.529182881386,879.6875,0.2275445190754551,0.19375379017586417,0.47634930260764097,0.11450911236312006,0.4782386006314793,0.2394392928798853,6596.0,4536.5,-97.89999999999998,501.4264705882353,0.11053157072373752,1.5223880597014925,0.0,1.5223880597014925,1.4391827842379399,0.48348567694956435,10841567.2928287,7429343.0,1766622.0,7695680.0,3852279.846371878,1485038.1568402008,1957923.4772144328,0.09115280632257311,0.10221341925947057,0.05162051594582504,0.10650540388093957,0.08847842013472423,0.09643026173326158,0.098044618486654,0.05896292166155562,0.08461109562308335,0.07792675099357499,0.05554619070156444,0.08850759525677349,2678.429452745278,184.61343849366315,0.057688820407423236
right,15,brick,16.88,1.0720000000000027,1.0,14151.0,0.7178412958126313,34384.5675558091,477.7777777777778,0.1235844713826036,0.2178517397881997,0.5123550176500252,0.14801031939910048,0.43570759963079775,0.33970102776367345,5949.0,4508.926470588235,-59.60000000000002,648.3382352941177,0.14378993304132,0.05970149253731343,0.0,0.05970149253731343,0.653816361717258,-1.3555620989146027,11094440.120445961,8266228.0,2703689.0,6888116.0,4260560.4584711185,1661192.3671805135,2139691.715659951,0.08224208840633124,0.09221902957205805,0.0595061430430486,0.0976526954700969,0.08324663168159893,0.086416813706145,0.10445945461127763,0.07212816406670429,0.07617242920089887,0.09343883212059738,0.07588215533239619,0.07663556278884696,1864.5500797779723,203.33532657043884,0.01847520861406925
right,16,brick,17.968,0.9439999999999991,0.0,18478.0,1.10728970671953,32577.25946116401,453.125,0.11720765636213494,0.22131147540983606,0.5227117486338798,0.13698844230300075,0.4520195474505977,0.3030586687579108,5856.0,4372.266666666666,90.60000000000002,577.4416666666667,0.13206917845816055,0.0,-0.1864406779661017,-0.1864406779661017,0.9473139866665129,-0.8238648183135133,11681303.670948418,8618086.0,2744006.0,7392691.0,4679834.471734045,1576525.2106752507,2320984.2461406467,0.08121645523298367,0.09139043059282752,0.05550515369602342,0.10014637716516224,0.08083907660404976,0.09475253110514761,0.1047740302512808,0.06837414613320322,0.0848911319834106,0.08931675408636253,0.06861429616979751,0.08017961697975116,3001.5223359710917,239.47677363895957,0.0739008344562734
right,17,brick,18.928,1.024000000000001,0.015625,15692.0,0.8565378525973623,33349.16517695758,631.25,0.16328239024242247,0.22167403878870365,0.5,0.1346711982186313,0.43985467781630666,0.30617202683201755,5878.0,4463.292307692308,-20.100000000000023,581.6461538461539,0.13031773716539016,9.0,-1.126984126984127,7.8730158730158735,0.9329614566773942,-0.8527521631456016,11496950.531250885,8504465.0,2664594.0,7263187.0,4442128.109428638,1425797.0600977931,2290961.5291396426,0.08429100284715663,0.09087117477956941,0.06177226883225214,0.09838890918742287,0.08003405557815203,0.09000944456317171,0.10363512274485202,0.06539842958285362,0.08055109370799064,0.09206036247819821,0.06927276863577765,0.08371536706260296,2193.1486497727456,96.51424598730294,0.06466323014923944
right,18,brick,19.968,0.9439999999999991,0.03389830508474576,16769.0,0.9534724351133618,34427.286416445895,397.81746031746036,0.10290152206068115,0.21250215257447908,0.528327880144653,0.1256995509242781,0.4630023703322252,0.27148792096684365,5807.0,4401.633333333333,-29.30000000000001,532.925,0.12107437390665586,3.5,-0.3157894736842105,3.1842105263157894,1.1838615102035919,-0.22833038547330187,12062676.377446134,8648630.0,2544864.0,8014551.0,4644631.446872737,1359627.5032359941,2462331.015014631,0.08508583934751493,0.09609311694901135,0.05569144787162341,0.1044006391566767,0.0864830479594696,0.09363569584018054,0.10136388764776712,0.061249990533817,0.08238987042688699,0.08649062090587585,0.06444956039046112,0.08266628297071542,1404.8965560970476,121.98236904936581,0.046188021535169974
right,19,brick,20.928,1.0719999999999992,1.0,13515.0,0.6605985897029046,31261.73112609089,440.1041666666667,0.11383962025977475,0.21554227156276687,0.4987190435525192,0.14295956887697253,0.43305054223858497,0.33012213340708735,5855.0,4409.823529411765,-35.80000000000001,612.2132352941177,0.13882941827737538,0.7014925373134329,0.0,0.7014925373134329,0.6842710385668831,-1.3176782998586096,10739684.76546947,7936361.0,2800206.0,6671870.0,4179184.8665618347,1366970.3843025377,2184783.740352207,0.08659143356410154,0.09038310189816852,0.06047994450891725,0.09697933757519976,0.07820774474101938,0.08963610655355021,0.10456934384462496,0.06920378299785239,0.07784425147064708,0.09354782771085944,0.07375578587912014,0.07880133925593928,1657.6979017098834,124.37553733029445,0.06466323014923776
right,20,brick,22.016,0.9600000000000009,0.016666666666666666,15596.0,0.8478974441279695,33748.59555596351,475.0,0.12286595701410008,0.21584931274393349,0.5029696249787884,0.12582278481012657,0.45429262844378254,0.2769641788841702,5893.0,4403.2786885245905,33.80000000000001,533.7213114754098,0.12120997766195085,7.0,-1.0,6.0,1.1882252454710969,-0.22295420014333667,10779301.325201416,8337088.0,2290744.0,6437297.0,4484128.7410955075,1450493.251399423,2341528.783172506,0.08848473566641847,0.09616157855547282,0.059456440804169765,0.10087862993298585,0.08568503350707371,0.09166790766939686,0.10038719285182426,0.06043186895011168,0.0798994787788533,0.08847356664184661,0.06539091586001489,0.08308265078183172,1647.978863133065,38.65020299587958,0.06974238309664982
right,21,brick,22.992,0.9759999999999991,1.0,15439.0,0.8337667761103169,33263.4651682593,521.875,0.13499088698259679,0.21819727891156462,0.5010204081632653,0.13305805320165887,0.4469744341663612,0.29768604875523846,5880.0,4488.096774193548,-105.5,577.0564516129032,0.12857486828959758,1.1639344262295082,0.0,1.1639344262295082,0.9585290543836357,-0.7582896375974104,10619678.940487279,8131838.0,2532647.0,6343224.0,4531280.960327343,1545282.8225090632,2239776.6925370763,0.0864401175870223,0.09597429760441599,0.06082756538801561,0.09694819989793792,0.08632152431880746,0.08921448131616964,0.1007467782162135,0.06257052705723383,0.07851593102903019,0.09016682119728889,0.07048752614442505,0.08178623024343963,1158.8058508654576,41.03139853220818,0.060575022355201714
right,22,brick,23.984,0.9759999999999991,0.03278688524590164,18602.0,1.118450234325829,35740.82680912684,625.0,0.16166573291328956,0.2214396151863941,0.5067857756399244,0.12749493649252563,0.44709771024010303,0.2851612378511026,5821.0,4435.596774193548,15.0,545.1048387096774,0.12289323544491595,5.5,-0.6101694915254238,4.889830508474576,1.1250328159587062,-0.3641817392672726,11134536.217826497,8429940.0,3554013.0,6346889.0,4471866.070804744,1458668.4530995258,2360385.4811814064,0.08489965709963747,0.0928630907576898,0.06467471737083057,0.09858658143247263,0.08419422051075064,0.09143039995345574,0.1023573945390481,0.060863905282410986,0.08002341758573418,0.08998316406491472,0.06663103121011466,0.08349242019294054,1782.5662213038115,76.73768223630223,0.009237604307027717
right,23,brick,24.976,1.0399999999999991,1.0,18047.0,1.0684978728621521,33527.13453309125,1203.125,0.31120653585808244,0.20955518945634266,0.49489291598023066,0.12585322932706136,0.4485118191509162,0.28060181237866405,6070.0,4477.19696969697,-78.60000000000002,544.2954545454545,0.12157058495067596,0.2,0.0,0.2,1.1362001132175914,-0.40132798140104686,10965904.999103403,8624195.0,2164906.0,6417750.0,4505723.307147157,1546313.0109119182,2126959.040882512,0.09000829117243947,0.09152439127565609,0.05913805648149714,0.10074620551955193,0.08354456082167211,0.09112167718573919,0.10111846224132388,0.06061354676052048,0.08157498434829692,0.08818084908374084,0.06523968256654088,0.08718929254302103,1688.8979641569076,367.1886081543561,0.03695041722813502
